"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Pertussis","All cases","Age standardised rate","N/100000","2007","LT","Lithuania",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2007","LU","Luxembourg",0.809279860,""
"Pertussis","All cases","Age standardised rate","N/100000","2007","LV","Latvia",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2007","MT","Malta",0.000000000,""
"Pertussis","All cases","Age standardised rate","N/100000","2007","NL","Netherlands",43.713989360,""
"Pertussis","All cases","Age standardised rate","N/100000","2007","NO","Norway",110.931144550,""
"Pertussis","All cases","Age standardised rate","N/100000","2007","PT","Portugal",0.201635640,""
"Pertussis","All cases","Age standardised rate","N/100000","2007","RO","Romania",0.165729960,""
"Pertussis","All cases","Age standardised rate","N/100000","2007","SE","Sweden",7.372576960,""
"Pertussis","All cases","Age standardised rate","N/100000","2007","SI","Slovenia",40.041059180,""
"Pertussis","All cases","Age standardised rate","N/100000","2007","SK","Slovakia",0.376159980,""
"Pertussis","All cases","Age standardised rate","N/100000","2007","UK","United Kingdom",1.606461870,""
"Pertussis","All cases","Age standardised rate","N/100000","2008","AT","Austria",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2008","BE","Belgium",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2008","BG","Bulgaria",2.922879510,""
"Pertussis","All cases","Age standardised rate","N/100000","2008","CY","Cyprus",0.214141980,""
"Pertussis","All cases","Age standardised rate","N/100000","2008","CZ","Czechia",8.297331460,""
"Pertussis","All cases","Age standardised rate","N/100000","2008","DK","Denmark",8.729056440,""
"Pertussis","All cases","Age standardised rate","N/100000","2008","EE","Estonia",37.882380890,""
"Pertussis","All cases","Age standardised rate","N/100000","2008","EL","Greece",0.202631540,""
"Pertussis","All cases","Age standardised rate","N/100000","2008","ES","Spain",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2008","EUEEA30_21","EU/EEA (without UK)",7.008683000,""
"Pertussis","All cases","Age standardised rate","N/100000","2008","EUEEAUK_21","EU/EEA (with UK until 2019)",5.941000000,""
"Pertussis","All cases","Age standardised rate","N/100000","2008","FI","Finland",19.401373850,""
"Pertussis","All cases","Age standardised rate","N/100000","2008","FR","France",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2008","HR","Croatia",2.427926950,""
"Pertussis","All cases","Age standardised rate","N/100000","2008","HU","Hungary",0.334114710,""
"Pertussis","All cases","Age standardised rate","N/100000","2008","IE","Ireland",1.764755010,""
"Pertussis","All cases","Age standardised rate","N/100000","2008","IS","Iceland",0.234909320,""
"Pertussis","All cases","Age standardised rate","N/100000","2008","IT","Italy",0.653658340,""
"Pertussis","All cases","Age standardised rate","N/100000","2008","LT","Lithuania",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2008","LU","Luxembourg",0.418353500,""
"Pertussis","All cases","Age standardised rate","N/100000","2008","LV","Latvia",0.659732170,""
"Pertussis","All cases","Age standardised rate","N/100000","2008","MT","Malta",0.000000000,""
"Pertussis","All cases","Age standardised rate","N/100000","2008","NL","Netherlands",52.066827100,""
"Pertussis","All cases","Age standardised rate","N/100000","2008","NO","Norway",79.882317250,""
"Pertussis","All cases","Age standardised rate","N/100000","2008","PT","Portugal",0.694674780,""
"Pertussis","All cases","Age standardised rate","N/100000","2008","RO","Romania",0.245092190,""
"Pertussis","All cases","Age standardised rate","N/100000","2008","SE","Sweden",4.941971360,""
"Pertussis","All cases","Age standardised rate","N/100000","2008","SI","Slovenia",10.261486160,""
"Pertussis","All cases","Age standardised rate","N/100000","2008","SK","Slovakia",1.903501430,""
"Pertussis","All cases","Age standardised rate","N/100000","2008","UK","United Kingdom",1.627193270,""
