"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2014","HU","Hungary",0.609860300,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2014","IE","Ireland",1.460927010,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2014","IS","Iceland",6.302009660,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2014","LT","Lithuania",0.447138360,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2014","LU","Luxembourg",0.532041910,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2014","LV","Latvia",3.778540120,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2014","MT","Malta",0.438277460,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2014","NO","Norway",5.033559270,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2014","RO","Romania",-,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2014","SE","Sweden",13.023750080,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2014","SI","Slovenia",1.869758760,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2014","SK","Slovakia",3.110289260,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2014","UK","United Kingdom",5.615755450,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2015","BE","Belgium",11.143375850,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2015","BG","Bulgaria",19.679976020,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2015","CY","Cyprus",0.716227970,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2015","CZ","Czechia",0.315194820,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2015","DE","Germany",4.681743860,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2015","EE","Estonia",13.907259340,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2015","ES","Spain",-,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2015","EU27_21","EU (without UK)",5.456653000,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2015","EU27_UK_21","EU (with UK until 2019)",5.901071000,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2015","EUEEA30_21","EU/EEA (without UK)",5.438850000,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2015","EUEEAUK_21","EU/EEA (with UK until 2019)",5.877912000,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2015","FI","Finland",4.895440350,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2015","HR","Croatia",2.281578190,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2015","HU","Hungary",1.377128900,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2015","IE","Ireland",2.965059440,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2015","IS","Iceland",6.919080140,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2015","LT","Lithuania",0.342851610,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2015","LU","Luxembourg",0.337873270,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2015","LV","Latvia",9.518481560,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2015","MT","Malta",0.000000000,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2015","NO","Norway",4.758454470,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2015","PT","Portugal",0.274183260,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2015","RO","Romania",-,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2015","SE","Sweden",14.934888440,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2015","SI","Slovenia",1.614027240,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2015","SK","Slovakia",4.252213320,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2015","UK","United Kingdom",7.066596850,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2016","BE","Belgium",17.532199230,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2016","BG","Bulgaria",21.696619230,""
